stream_id,user_id,song_id,streamed_at,duration_played,device_type
186,5,2246,2023-04-28 14:09:57,34,smart_speaker
187,5,70,2023-07-01 16:52:56,217,desktop
188,5,847,2024-12-10 23:28:24,173,desktop
189,5,1336,2024-09-19 03:02:01,147,mobile
190,5,530,2025-09-14 19:37:15,260,smart_tv
191,5,679,2025-03-05 13:52:11,265,mobile
192,5,1306,2024-08-14 19:39:03,123,smart_speaker
193,5,1768,2025-10-22 08:27:24,347,tablet
194,5,1896,2025-12-18 11:59:17,264,smart_speaker
195,5,1212,2024-07-03 01:41:28,283,tablet
196,5,2328,2024-06-17 05:38:57,108,smart_speaker
197,5,1520,2024-07-25 10:14:20,36,tablet
198,5,1328,2025-10-04 11:15:35,152,web
199,5,2578,2024-08-23 18:04:01,98,smart_speaker
200,5,2587,2023-05-09 21:40:32,256,mobile
201,5,1231,2025-03-09 09:17:54,216,tablet
202,5,305,2025-05-18 14:39:06,87,smart_speaker
203,5,1414,2023-09-07 06:08:47,206,tablet
204,5,537,2025-10-26 15:07:48,217,desktop
205,5,253,2024-12-04 21:56:51,372,smart_speaker
206,5,2643,2025-02-16 16:36:11,71,mobile
207,5,1616,2025-10-06 21:54:26,190,mobile
208,5,275,2025-08-06 00:04:55,352,web
209,5,758,2023-05-24 17:49:10,183,tablet
210,5,2013,2024-04-03 21:10:08,105,tablet
211,5,611,2023-04-04 06:32:12,56,mobile
212,5,556,2025-01-05 16:30:06,352,smart_tv
213,5,2552,2024-02-12 02:56:28,148,desktop
214,5,106,2025-03-07 17:57:27,310,desktop
215,5,1230,2023-03-30 01:18:50,78,web
216,5,1485,2025-11-27 07:36:59,153,desktop
217,5,376,2023-09-19 19:18:14,175,tablet
218,5,40,2025-12-26 21:03:25,74,smart_speaker
219,5,821,2024-11-09 02:11:52,149,tablet
220,5,2638,2023-02-04 06:09:28,324,tablet
221,5,370,2023-10-01 10:46:42,121,mobile
222,5,2260,2023-03-02 06:01:01,76,web
223,5,675,2024-07-03 06:29:20,152,smart_speaker
224,5,1299,2025-06-24 15:36:48,61,web
225,5,111,2024-03-14 13:23:45,91,smart_speaker
226,5,1036,2023-05-18 13:02:02,99,web
227,5,970,2023-08-28 00:26:19,196,tablet
228,5,1666,2023-01-13 16:16:01,52,smart_speaker
229,5,2435,2023-05-16 02:07:06,88,desktop
230,5,1240,2023-12-29 07:11:59,164,smart_speaker
231,5,1503,2025-01-04 18:24:08,65,desktop
232,5,878,2025-07-22 08:26:21,226,web
233,5,2554,2024-11-02 17:14:22,384,desktop
234,5,1892,2024-10-26 03:03:44,169,smart_tv
235,5,358,2023-10-16 09:08:30,282,desktop
236,5,1190,2023-07-19 11:55:29,89,mobile
237,5,618,2023-02-10 06:21:51,114,smart_speaker
238,5,354,2025-12-16 21:30:33,211,desktop
239,5,2059,2023-05-10 20:12:00,144,mobile
240,5,378,2024-03-26 11:57:07,181,tablet
241,5,2296,2023-02-23 09:23:58,113,smart_speaker
242,5,2154,2025-07-24 16:55:55,55,smart_speaker
243,5,2233,2025-09-28 13:05:06,165,web
244,5,288,2025-06-17 12:09:14,127,web
245,5,1689,2024-04-14 04:04:06,133,tablet
246,5,647,2023-10-20 10:41:20,44,smart_speaker
247,5,442,2025-11-16 06:50:57,48,smart_speaker
248,5,632,2023-04-19 21:39:10,201,desktop
249,5,788,2024-05-13 13:15:57,130,smart_speaker
250,5,848,2023-05-27 04:18:32,143,desktop
251,5,957,2024-10-31 14:15:58,250,web
252,5,1634,2025-01-29 17:19:59,43,tablet
253,6,284,2025-01-22 06:15:54,73,mobile
254,6,892,2025-12-09 02:12:28,310,smart_speaker
255,6,378,2025-08-18 14:54:06,59,smart_speaker
256,6,1963,2024-03-27 08:56:39,48,tablet
257,6,124,2023-06-24 00:12:13,91,web
258,6,844,2023-09-04 19:46:50,35,desktop
259,6,1116,2024-02-14 07:51:58,181,tablet
260,6,1761,2023-02-13 05:03:12,156,mobile
261,6,1049,2025-03-17 14:37:09,151,smart_tv
262,6,1413,2023-04-01 03:33:59,283,smart_tv
263,6,1421,2025-12-28 15:00:08,49,tablet
264,6,1882,2023-08-25 03:51:32,145,mobile
265,6,1546,2023-11-21 14:52:32,45,smart_tv
266,6,107,2023-11-01 05:40:37,157,web
267,6,2064,2023-04-30 08:24:17,77,web
268,6,225,2024-05-05 01:05:54,255,mobile
269,6,770,2025-06-09 15:19:59,186,smart_tv
270,6,843,2023-04-04 20:52:48,138,smart_tv
271,6,1891,2023-02-05 06:41:13,36,tablet
272,6,2433,2025-08-01 18:33:51,173,smart_tv
273,6,2447,2024-09-08 13:35:37,233,web
274,6,2477,2024-01-17 11:18:16,250,web
275,6,561,2024-01-20 23:20:48,85,web
276,6,1890,2023-04-03 01:34:02,37,smart_tv
277,6,443,2025-11-24 04:30:04,192,smart_speaker
278,6,37,2023-02-11 01:18:27,104,smart_tv
279,6,270,2024-03-02 04:26:40,197,mobile
280,6,2292,2024-10-15 18:39:22,131,desktop
281,6,748,2023-12-02 20:37:07,182,desktop
282,6,126,2024-09-23 01:00:34,202,smart_speaker
283,6,2011,2024-03-31 09:31:14,103,web
284,6,2219,2025-12-13 07:09:49,299,smart_speaker
285,6,790,2025-08-25 21:01:59,196,desktop
286,6,997,2024-12-28 04:47:23,201,smart_speaker
287,6,22,2025-06-16 12:49:12,282,desktop
288,6,583,2025-03-25 22:27:55,113,smart_speaker
289,6,580,2025-12-01 12:05:02,221,smart_speaker
290,6,1384,2024-03-02 04:25:20,212,tablet
291,6,462,2023-11-25 16:00:39,347,mobile
292,6,2360,2024-10-15 17:42:00,42,desktop
293,6,1274,2025-03-17 19:53:55,114,desktop
294,6,1755,2025-02-08 21:38:39,82,smart_speaker
295,6,2004,2023-10-31 14:58:51,131,smart_speaker
296,6,2601,2023-10-27 01:14:17,48,desktop
297,6,2179,2023-01-27 09:34:51,46,tablet
298,6,965,2024-09-30 18:26:36,95,smart_tv
299,6,1492,2025-03-17 01:19:00,109,smart_tv
300,6,1725,2024-02-29 19:42:05,294,smart_tv
301,6,1965,2024-02-17 19:50:20,55,smart_tv
302,6,946,2025-02-01 21:18:11,75,desktop
303,6,159,2024-09-13 21:11:16,88,mobile
304,6,1874,2024-06-01 04:01:16,118,desktop
305,6,2356,2024-11-18 00:49:59,276,smart_tv
306,6,153,2023-07-09 06:05:14,163,tablet
307,6,2103,2024-04-14 00:00:28,31,smart_speaker
308,6,424,2023-06-22 06:57:18,167,tablet
309,6,326,2024-07-28 13:48:26,142,desktop
310,6,2229,2023-06-25 03:14:44,391,tablet
311,6,878,2025-12-28 03:30:44,127,mobile
312,6,298,2024-10-05 05:41:54,98,smart_tv
313,6,485,2023-06-08 09:59:45,108,smart_tv
314,6,128,2023-11-04 23:02:39,222,mobile
315,6,366,2025-03-13 04:40:35,107,desktop
316,6,1638,2023-02-04 09:15:46,115,tablet
317,6,1392,2025-09-06 14:11:40,168,smart_tv
318,6,1437,2024-02-06 02:33:24,119,web
319,6,1632,2025-02-16 22:17:27,156,smart_tv
320,6,2075,2024-02-01 21:16:54,89,smart_tv
321,6,1852,2023-05-20 00:58:57,98,mobile
322,6,813,2024-03-26 14:30:41,169,web
323,6,1290,2024-03-12 05:20:50,116,smart_speaker
324,6,1451,2025-11-13 21:41:14,82,smart_tv
325,6,118,2023-01-14 18:34:29,89,mobile
326,6,354,2023-05-25 00:41:48,183,smart_tv
327,6,2636,2023-08-02 20:35:27,107,smart_tv
328,6,614,2023-12-09 14:34:08,222,smart_speaker
329,6,1932,2024-02-19 20:33:24,62,web
330,6,406,2025-10-09 06:38:27,257,web
331,6,851,2024-08-29 17:50:07,301,desktop
332,6,2192,2024-07-25 03:00:15,114,mobile
333,6,2380,2024-05-19 15:03:57,260,mobile
334,6,2399,2023-10-28 20:51:54,162,mobile
335,6,2477,2025-06-10 00:51:48,51,smart_tv
336,6,1478,2023-02-21 11:47:03,169,mobile
337,6,286,2023-10-21 13:31:55,240,web
338,6,1064,2023-01-30 22:05:03,91,tablet
339,6,2162,2025-09-03 03:07:56,158,smart_speaker
340,6,1115,2023-10-21 07:41:55,90,smart_tv
341,6,139,2023-01-25 05:27:03,245,desktop
342,6,1995,2025-06-05 02:31:06,199,web
343,6,2361,2024-06-05 00:01:19,93,tablet
344,6,743,2025-07-11 14:51:35,120,tablet
345,6,1168,2025-08-10 08:24:37,228,smart_tv
346,6,2360,2024-05-26 13:18:32,180,desktop
347,6,347,2025-12-18 06:49:51,273,web
348,6,1449,2024-11-06 22:34:11,46,smart_tv
349,6,1405,2023-09-19 20:13:32,286,mobile
350,6,50,2023-06-24 08:50:01,242,web
351,6,274,2025-10-04 04:38:57,87,desktop
352,7,1254,2024-12-17 01:43:58,178,web
353,7,1166,2025-12-18 22:25:49,111,smart_speaker
354,7,755,2023-12-30 20:54:35,110,web
355,7,482,2024-09-27 19:47:02,394,desktop
356,7,2257,2023-12-21 02:42:08,113,smart_tv
357,7,1141,2025-03-10 01:44:17,185,smart_tv
358,7,374,2025-12-02 23:40:55,53,mobile
359,7,371,2024-11-22 05:09:46,33,smart_tv
360,7,2279,2023-06-10 16:31:00,94,web
361,7,2552,2024-03-16 23:26:05,192,web
362,7,1384,2024-11-27 16:13:59,237,mobile
363,7,981,2023-03-05 14:52:47,99,smart_speaker
364,7,1236,2025-05-19 01:19:55,102,mobile
365,7,1182,2023-09-27 21:07:55,350,web
366,7,2610,2024-01-16 22:35:31,190,web
367,7,1437,2023-08-21 15:08:47,307,desktop
368,7,2622,2023-11-28 07:11:11,153,desktop
369,7,2191,2025-01-03 00:39:41,213,smart_tv
370,7,2015,2025-06-10 08:00:19,314,mobile
371,7,853,2023-03-16 23:55:38,65,smart_tv
372,7,1335,2024-08-10 18:10:32,100,web
373,7,1870,2025-01-03 18:36:00,79,mobile
374,7,1400,2025-03-15 03:29:07,316,desktop
375,7,266,2025-03-26 01:42:26,251,smart_tv
376,7,154,2025-11-14 18:53:09,143,smart_speaker
377,7,2436,2024-03-07 05:30:01,67,web
378,7,9,2025-01-27 12:35:00,177,mobile
379,7,476,2024-10-09 01:03:38,91,mobile
380,7,1232,2024-09-15 10:37:13,95,tablet
381,7,1564,2025-10-06 04:10:46,50,mobile
382,7,2387,2025-02-23 05:41:56,153,mobile
383,7,2362,2024-12-11 15:57:41,215,tablet
384,7,707,2024-04-14 02:23:37,155,desktop
385,7,2115,2025-04-29 03:28:26,202,web
386,7,757,2024-01-10 15:40:17,157,web
387,7,1978,2024-03-30 05:09:30,316,web
388,7,2030,2024-12-13 05:47:26,30,mobile
389,7,1921,2025-05-20 10:08:59,316,mobile
390,7,2591,2023-08-17 09:44:07,204,desktop
391,7,707,2024-06-03 08:53:11,54,desktop
392,7,355,2025-10-06 10:21:08,45,smart_speaker
393,7,670,2023-09-15 20:49:14,237,smart_tv
394,7,2342,2025-06-28 15:06:27,45,smart_speaker
395,7,1676,2025-10-31 08:28:18,133,smart_tv
396,8,608,2025-04-20 15:15:31,140,tablet
397,8,833,2025-05-03 07:54:10,85,smart_speaker
398,8,2649,2024-07-14 19:19:13,265,mobile
399,8,1679,2024-04-22 14:09:05,236,web
400,8,2170,2023-07-27 12:51:52,85,web
401,8,5,2023-01-22 13:10:51,126,web
402,8,1935,2023-01-15 22:53:35,242,web
403,8,2432,2023-02-02 21:27:37,87,mobile
404,8,1008,2025-01-27 04:15:57,296,mobile
405,8,2162,2025-09-08 00:32:07,292,web
406,8,1708,2025-12-31 06:07:19,127,smart_tv
407,8,2376,2023-12-16 05:00:39,114,mobile
408,9,144,2025-06-05 10:57:51,293,desktop
409,9,1119,2025-02-22 21:06:51,99,smart_speaker
410,9,634,2025-11-10 12:23:12,252,smart_tv
411,9,1248,2025-04-20 03:24:55,86,smart_tv
412,9,721,2025-08-14 10:36:48,239,tablet
413,9,243,2025-01-07 12:46:51,176,web
414,9,1102,2024-06-12 15:49:06,232,tablet
415,9,1809,2023-07-26 23:14:12,139,smart_tv
416,9,1619,2024-07-13 22:34:23,100,mobile
417,9,2450,2025-03-02 23:53:05,112,smart_speaker
418,9,422,2024-11-24 23:59:37,180,tablet
419,9,2042,2025-01-10 10:01:06,325,tablet
420,9,15,2023-03-04 16:39:42,129,tablet
421,9,1368,2023-07-25 15:22:05,106,mobile
422,9,762,2024-11-10 13:48:50,121,smart_tv
423,9,2505,2023-12-17 17:14:40,44,desktop
424,9,513,2024-08-27 04:44:05,95,tablet
425,9,704,2024-07-30 15:58:22,256,desktop
426,9,990,2023-01-16 16:53:40,186,web
427,9,136,2024-12-17 19:58:18,96,mobile
428,9,1561,2023-12-19 18:54:45,115,mobile
429,9,1773,2025-03-10 22:22:17,205,desktop
430,9,2652,2023-08-19 15:56:30,169,smart_tv
431,9,1638,2025-01-13 12:49:57,124,mobile
432,9,513,2024-06-16 04:58:46,81,smart_tv
433,9,2593,2025-06-11 20:27:08,181,mobile
434,9,254,2024-07-10 09:12:24,137,smart_tv
435,9,1672,2025-07-21 19:29:05,83,desktop
436,9,558,2025-02-04 04:13:35,252,desktop
437,9,890,2024-02-05 14:09:50,46,desktop
438,9,2183,2024-07-05 09:35:04,234,desktop
439,9,2129,2023-12-25 15:44:57,149,desktop
440,9,898,2025-02-11 12:24:23,116,desktop
441,9,763,2024-06-07 12:57:49,126,smart_speaker
442,9,852,2023-06-08 11:06:02,48,desktop
443,9,940,2025-01-02 12:06:08,208,web
444,9,218,2023-01-11 17:27:36,99,web
445,9,2393,2024-04-29 23:26:19,48,web
446,9,851,2024-01-25 21:20:08,47,desktop
447,9,1826,2023-01-18 07:20:59,98,desktop
448,9,783,2023-12-29 07:07:48,80,web
449,9,508,2025-09-09 04:12:08,305,smart_speaker
450,9,863,2025-04-08 13:40:02,101,tablet
451,9,1633,2025-09-12 20:14:56,226,mobile
452,9,524,2024-07-13 07:32:19,195,smart_tv
453,9,2243,2025-08-30 08:37:04,36,tablet
454,9,1904,2023-12-07 09:24:18,142,mobile
455,9,2427,2025-03-24 15:22:00,235,web
456,9,2629,2025-08-30 22:08:12,220,web
457,9,466,2025-01-11 19:10:48,137,smart_speaker
458,9,1580,2025-04-19 09:50:54,34,web
459,9,2572,2024-08-22 21:11:05,181,tablet
460,9,1461,2024-04-22 03:52:25,184,web
461,9,591,2023-05-29 21:53:08,218,smart_tv
462,9,2210,2023-12-12 13:49:49,148,smart_speaker
463,9,645,2024-11-06 20:49:01,104,mobile
464,9,1324,2023-11-17 09:52:43,212,desktop
465,9,2578,2024-11-30 12:28:59,131,web
466,9,2468,2024-10-27 22:13:04,297,smart_speaker
467,9,1486,2025-08-16 01:44:47,134,tablet
468,9,544,2025-03-28 09:09:08,139,web
469,9,2344,2023-03-01 01:20:40,86,smart_speaker
470,9,1872,2025-08-11 05:00:24,340,smart_tv
471,9,2122,2023-12-05 04:10:39,116,desktop
472,9,329,2025-12-13 03:17:40,125,mobile
473,9,975,2023-09-14 06:55:55,78,smart_speaker
474,9,2089,2024-08-04 04:36:42,137,tablet
475,9,1487,2023-05-06 08:36:32,45,desktop
476,9,1359,2023-01-19 03:35:10,131,smart_tv
477,9,1780,2025-10-05 17:32:18,298,smart_tv
478,9,2613,2025-11-08 12:12:47,48,smart_tv
479,9,2647,2024-12-12 01:52:58,144,tablet
480,9,2025,2024-10-10 15:26:02,271,mobile
481,10,2328,2025-06-15 08:20:41,116,smart_speaker
482,10,1756,2024-01-19 02:24:13,102,smart_speaker
483,10,2391,2024-07-10 17:11:02,345,mobile
484,10,4,2023-12-26 00:26:27,300,tablet
485,10,759,2024-04-27 05:16:46,67,smart_tv
486,10,1562,2023-09-20 08:54:41,108,mobile
487,10,1333,2024-07-01 13:01:17,174,smart_tv
488,10,992,2025-11-17 16:33:40,143,tablet
489,10,844,2025-06-08 18:04:36,136,desktop
490,10,2444,2025-07-26 20:13:02,95,smart_speaker
491,10,1380,2025-07-15 14:10:45,66,mobile
492,10,824,2025-05-14 05:32:23,174,tablet
493,10,1313,2024-03-20 06:43:37,242,tablet
494,10,1784,2025-10-26 04:37:46,197,tablet
495,10,813,2023-04-26 17:03:17,270,mobile
496,10,2104,2025-02-01 02:54:18,85,mobile
497,10,220,2023-08-21 10:07:36,219,mobile
498,10,65,2025-10-25 16:06:19,104,web
499,10,1916,2023-11-13 22:33:44,78,web
500,10,1541,2023-12-11 00:09:17,117,web
501,10,688,2024-06-29 03:23:43,229,web
502,10,1890,2023-11-15 06:46:09,214,web
503,10,762,2023-09-22 02:30:04,134,tablet
504,10,2069,2024-12-03 04:26:10,167,smart_speaker
505,10,876,2025-07-18 13:34:41,63,smart_tv
506,10,1604,2023-01-08 21:42:33,234,mobile
507,10,2377,2023-07-12 09:10:42,47,smart_speaker
508,10,43,2024-04-14 16:56:08,310,smart_speaker
509,10,1765,2024-09-07 16:16:05,41,web
510,10,1812,2023-11-19 22:03:22,108,smart_tv
511,10,1268,2024-04-17 13:39:04,223,smart_tv
512,10,2285,2025-06-06 01:09:28,131,web
513,10,1922,2025-03-09 14:57:50,212,smart_speaker
514,10,1488,2025-09-05 19:51:54,173,mobile
515,10,1984,2024-10-31 03:21:20,44,smart_speaker
516,10,96,2025-07-20 05:51:57,131,smart_tv
517,10,397,2024-10-06 10:07:09,104,web
518,10,1499,2025-09-18 21:01:41,57,mobile
519,10,1170,2024-06-27 19:32:12,414,smart_tv
520,10,1012,2024-02-27 09:10:21,244,smart_tv
521,10,2354,2024-04-11 06:17:36,160,smart_tv
522,10,875,2025-12-05 19:20:06,275,desktop
523,10,2211,2024-11-15 06:16:57,100,mobile
524,10,1334,2023-07-23 03:22:56,94,smart_speaker
525,10,123,2025-10-21 00:02:42,199,smart_tv
526,10,1789,2024-06-19 13:58:35,52,smart_speaker
527,10,784,2024-11-18 09:40:20,307,tablet
528,10,1841,2024-11-18 11:11:05,76,smart_speaker
529,11,2211,2025-02-19 12:56:57,60,smart_tv
530,11,1121,2024-01-17 09:20:07,165,tablet
531,11,178,2025-07-30 17:53:56,239,smart_tv
532,11,2082,2024-05-10 09:52:39,188,desktop
533,11,2062,2023-03-05 00:48:45,131,desktop
534,11,1325,2023-03-31 17:22:06,106,desktop
