song_id,album_id,title,track_number,duration_seconds,explicit,play_count,release_date
105,11,Seasonal Change,8,376,True,91361707,2013-07-29
106,11,Lay Low,9,391,False,55446317,2013-07-29
107,11,Fireflies,10,197,False,26883353,2013-07-29
108,11,Hell,11,329,False,19223220,2013-07-29
109,12,Angel,1,212,True,65441993,2016-12-02
110,12,Heaven,2,210,False,85161010,2016-12-02
111,12,Ocean Waves,3,122,False,36712288,2016-12-02
112,12,Slow Motion,4,206,False,65709924,2016-12-02
113,12,Neon Dreams,5,186,False,85025258,2016-12-02
114,12,Fresh Start,6,326,False,64075580,2016-12-02
115,12,Move On,7,122,True,71643088,2016-12-02
116,12,Fast Lane,8,311,True,43246714,2016-12-02
117,12,Battle,9,217,True,90831598,2016-12-02
118,12,Midnight Rain,10,247,False,93083315,2016-12-02
119,12,Purgatory,11,279,False,13785264,2016-12-02
120,12,Move On,12,377,False,22417070,2016-12-02
121,12,Mountain High,13,143,False,39034245,2016-12-02
122,12,Kind Mind,14,386,False,58205561,2016-12-02
123,12,Forever Young,15,295,False,48217837,2016-12-02
124,13,Seasonal Change,1,204,False,2566878,2021-05-03
125,13,Timeless,2,234,False,28345472,2021-05-03
126,13,Sunset Boulevard,3,378,False,16530521,2021-05-03
127,13,Fall Down,4,139,False,85942441,2021-05-03
128,14,Green Fields,1,393,True,79715138,2011-02-03
129,14,Fireflies,2,175,True,6473999,2011-02-03
130,14,Street Corner,3,333,False,51036796,2011-02-03
131,14,Love Song,4,400,False,63672398,2011-02-03
132,14,Always There,5,225,True,40415166,2011-02-03
133,14,New Beginning,6,171,False,83590502,2011-02-03
134,15,Forever Young,1,334,True,68663747,2020-01-14
135,15,Love Song,2,264,True,14262473,2020-01-14
136,15,Pieces,3,221,False,35298445,2020-01-14
137,15,Defeat,4,223,False,94413682,2020-01-14
138,15,Final Chapter,5,271,False,5288944,2020-01-14
139,15,Echo,6,374,False,92369165,2020-01-14
140,15,Shattered Glass,7,289,False,367488,2020-01-14
141,15,Electric Love,8,165,True,77061479,2020-01-14
142,15,Pieces,9,196,True,68679929,2020-01-14
143,15,River Deep,10,171,False,86481420,2020-01-14
144,15,Timeless,11,353,False,35450260,2020-01-14
145,15,Pure Love,12,145,True,23448079,2020-01-14
146,16,Moonshine,1,268,False,90834066,2013-12-06
147,16,Angel,2,338,True,12750478,2013-12-06
148,16,Moonshine,3,124,False,89034004,2013-12-06
149,16,Winter Morning,4,288,False,58749047,2013-12-06
150,16,Silver Lining,5,167,False,45999465,2013-12-06
151,16,Spring Rain,6,178,False,53720675,2013-12-06
152,16,Kind Mind,7,259,False,92597136,2013-12-06
153,16,Shattered Glass,8,335,False,15174194,2013-12-06
154,16,Heartbeat,9,150,False,13920137,2013-12-06
155,16,New Beginning,10,367,False,24328380,2013-12-06
156,17,Lay Low,1,303,True,91867220,2009-01-05
157,17,Heartbeat,2,367,False,15158211,2009-01-05
158,17,Final Chapter,3,345,True,8500820,2009-01-05
159,17,Golden Hour,4,280,True,94565539,2009-01-05
160,17,Battle,5,415,False,89904987,2009-01-05
161,17,Hell,6,385,True,58095862,2009-01-05
162,17,Blue Moon,7,366,False,89081734,2009-01-05
163,17,Move On,8,196,True,1562947,2009-01-05
164,17,Summer Night,9,378,False,66549837,2009-01-05
165,17,Winter Morning,10,158,False,43034742,2009-01-05
166,17,Red Sky,11,289,False,6757958,2009-01-05
167,17,Fragments,12,234,False,54126921,2009-01-05
168,17,Red Sky,13,160,False,59618021,2009-01-05
169,18,Silence,1,349,True,66901651,2020-05-29
170,18,Brave Soul,2,281,True,66756320,2020-05-29
171,18,Sunset Boulevard,3,172,False,55343143,2020-05-29
172,18,Starlight,4,405,True,12199793,2020-05-29
173,18,Hurricane,5,380,False,87858385,2020-05-29
174,18,Kind Mind,6,294,False,7284695,2020-05-29
175,19,Moment in Time,1,352,False,75182173,1996-02-04
176,19,Broken Dreams,2,306,False,15303956,1996-02-04
177,19,Concrete Jungle,3,233,True,45816176,1996-02-04
178,19,Rise Up,4,269,False,94233737,1996-02-04
179,19,Urban Paradise,5,143,False,66091781,1996-02-04
180,19,Forever Young,6,329,True,34130133,1996-02-04
181,19,Fast Lane,7,216,True,52733674,1996-02-04
182,19,Time Flies,8,354,False,96205645,1996-02-04
183,19,Hell,9,175,False,6241172,1996-02-04
184,19,Love Song,10,350,False,88376561,1996-02-04
185,19,Fragments,11,188,False,582186,1996-02-04
186,19,Battle,12,144,False,78533572,1996-02-04
187,19,Shattered Glass,13,380,False,92854201,1996-02-04
188,19,Noise,14,208,False,13898777,1996-02-04
189,19,Move On,15,284,False,56192230,1996-02-04
190,19,Blue Moon,16,260,False,46017729,1996-02-04
191,20,Storm,1,351,False,18546206,1979-09-04
192,20,Final Chapter,2,382,False,94152972,1979-09-04
193,21,Echo,1,280,False,26962876,1979-11-10
194,21,Slow Motion,2,268,False,90244472,1979-11-10
195,21,Heartbeat,3,211,False,95341929,1979-11-10
196,21,Street Corner,4,300,False,78222933,1979-11-10
197,21,Silence,5,333,False,56691738,1979-11-10
198,21,Electric Love,6,387,True,3391969,1979-11-10
199,21,Lay Low,7,194,True,89959993,1979-11-10
200,21,Ocean Waves,8,222,False,21600382,1979-11-10
201,21,Lightning,9,248,False,8325904,1979-11-10
202,21,Storm,10,224,True,48141541,1979-11-10
203,22,Brave Soul,1,172,False,99644950,1965-08-12
204,22,Whisper,2,319,False,68574830,1965-08-12
205,22,Lightning,3,144,False,52016704,1965-08-12
206,22,New Beginning,4,280,True,1740164,1965-08-12
207,22,Green Fields,5,223,False,30272606,1965-08-12
208,22,Stand Tall,6,399,False,97296379,1965-08-12
209,22,Seasonal Change,7,270,False,23813700,1965-08-12
210,22,River Deep,8,215,False,98660698,1965-08-12
211,22,Victory,9,181,False,5453834,1965-08-12
212,22,Fresh Start,10,262,False,17457234,1965-08-12
213,22,Summer Night,11,419,False,757677,1965-08-12
214,22,Heaven,12,358,False,5360735,1965-08-12
215,22,Always There,13,285,True,83935292,1965-08-12
216,22,Hurricane,14,371,False,9781894,1965-08-12
217,22,Angel,15,389,False,24678492,1965-08-12
218,22,Defeat,16,154,False,55825346,1965-08-12
219,23,Peace,1,394,False,12340723,2004-07-02
220,23,Purgatory,2,233,False,89031246,2004-07-02
221,23,Heaven,3,289,False,39402883,2004-07-02
222,23,Time Flies,4,391,False,75341065,2004-07-02
223,23,Electric Love,5,178,False,59816445,2004-07-02
224,23,Red Sky,6,244,True,91610492,2004-07-02
225,24,Demon,1,315,True,51791391,1991-06-04
226,24,Green Fields,2,396,False,3315946,1991-06-04
227,24,Defeat,3,311,False,65337822,1991-06-04
228,24,Moonshine,4,271,False,42991650,1991-06-04
229,24,Victory,5,162,True,22467350,1991-06-04
230,25,War,1,393,True,84145533,2016-06-03
231,25,Mountain High,2,227,False,91993526,2016-06-03
232,25,Fresh Start,3,173,False,72176148,2016-06-03
233,25,Wild Heart,4,156,False,3188066,2016-06-03
234,25,Kind Mind,5,289,True,11746856,2016-06-03
235,25,River Deep,6,147,False,33810519,2016-06-03
236,25,Whisper,7,156,False,34715141,2016-06-03
237,26,Final Chapter,1,318,False,84586329,2024-04-20
238,26,Last Dance,2,341,False,2267067,2024-04-20
239,26,Move On,3,180,True,86090303,2024-04-20
240,26,Mountain High,4,419,True,94070793,2024-04-20
241,26,River Deep,5,303,True,38901209,2024-04-20
242,26,Hurricane,6,164,False,58743898,2024-04-20
243,26,Lay Low,7,322,True,63617549,2024-04-20
244,26,Summer Night,8,393,False,18304809,2024-04-20
245,26,First Kiss,9,399,False,85100169,2024-04-20
246,26,Never Let Go,10,272,False,1496555,2024-04-20
247,26,Echo,11,404,False,16540343,2024-04-20
248,26,Moonshine,12,122,False,72095327,2024-04-20
249,27,Echo,1,163,False,28192821,2007-12-01
250,27,Purgatory,2,228,False,86695458,2007-12-01
251,27,Victory,3,192,False,24695085,2007-12-01
252,27,Moment in Time,4,249,False,15384377,2007-12-01
253,27,Spring Rain,5,410,True,73665549,2007-12-01
254,27,Pure Love,6,401,True,39010740,2007-12-01
255,27,Mountain High,7,248,True,26496940,2007-12-01
256,27,Noise,8,369,False,47934299,2007-12-01
257,27,Heartbeat,9,240,True,38270459,2007-12-01
258,27,Mountain High,10,219,False,65211190,2007-12-01
259,27,Brave Soul,11,288,False,93074374,2007-12-01
260,27,Noise,12,198,False,42457517,2007-12-01
261,27,Fresh Start,13,206,True,42038976,2007-12-01
262,28,Blue Moon,1,233,False,37135338,2024-04-15
263,28,Fall Down,2,188,False,64418331,2024-04-15
264,28,Pure Love,3,348,False,40999730,2024-04-15
265,28,Torn Apart,4,402,True,23591471,2024-04-15
266,28,City Lights,5,263,False,72292089,2024-04-15
267,28,Fast Lane,6,254,True,97633380,2024-04-15
268,28,River Deep,7,129,True,78100019,2024-04-15
269,28,Noise,8,327,False,4919926,2024-04-15
270,29,Echo,1,253,False,87766064,2024-07-20
271,29,Always There,2,307,False,29971710,2024-07-20
272,29,Storm,3,188,False,67259613,2024-07-20
273,29,Victory,4,166,False,48837208,2024-07-20
274,30,Fragments,1,125,False,82414513,2013-11-12
275,30,Winter Morning,2,383,False,59890694,2013-11-12
276,30,Summer Night,3,211,False,98773484,2013-11-12
277,30,Shattered Glass,4,303,True,29369404,2013-11-12
278,30,Torn Apart,5,238,True,35481411,2013-11-12
279,30,Stand Tall,6,239,True,89736040,2013-11-12
280,30,Slow Motion,7,385,False,52088975,2013-11-12
281,30,Broken Dreams,8,352,True,5355917,2013-11-12
282,30,Demon,9,172,False,99577435,2013-11-12
283,30,Golden Hour,10,416,False,50554391,2013-11-12
284,31,Lay Low,1,307,True,69345320,1980-09-12
285,31,Green Fields,2,312,False,69306247,1980-09-12
286,32,Last Dance,1,300,False,65345452,2016-01-18
287,32,Shattered Glass,2,123,False,59042204,2016-01-18
288,32,Winter Morning,3,237,True,69060560,2016-01-18
289,32,Thunder,4,228,False,25086055,2016-01-18
290,32,Summer Night,5,305,True,88732634,2016-01-18
291,32,Timeless,6,332,False,96671078,2016-01-18
292,32,Street Corner,7,366,False,64293132,2016-01-18
293,32,Slow Motion,8,202,False,3012656,2016-01-18
294,32,Blue Moon,9,142,False,76972056,2016-01-18
295,32,Summer Night,10,188,True,76808685,2016-01-18
296,33,Never Let Go,1,148,False,34663022,2021-04-23
297,33,Spring Rain,2,384,False,80444404,2021-04-23
298,33,Scream,3,129,False,11508969,2021-04-23
299,33,Time Flies,4,349,False,64648438,2021-04-23
300,33,Winter Morning,5,232,False,80643207,2021-04-23
301,33,Never Let Go,6,418,False,83646063,2021-04-23
302,33,Victory,7,255,False,97198706,2021-04-23
303,33,Hell,8,352,True,30845084,2021-04-23
304,33,Lay Low,9,317,False,14572034,2021-04-23
305,33,Sunset Boulevard,10,223,False,20073763,2021-04-23
306,33,Concrete Jungle,11,210,False,82510102,2021-04-23
307,33,Starlight,12,392,True,12507745,2021-04-23
308,33,Shattered Glass,13,186,True,91074695,2021-04-23
309,33,Wild Heart,14,387,False,49711219,2021-04-23
310,33,Moonshine,15,391,False,30801123,2021-04-23
311,33,Shattered Glass,16,315,False,79060695,2021-04-23
312,34,Silence,1,170,False,17969486,2025-07-14
313,34,Green Fields,2,364,False,11249805,2025-07-14
314,35,Lightning,1,398,False,34601998,2012-10-21
315,35,Seasonal Change,2,122,True,77576121,2012-10-21
316,35,Defeat,3,180,True,50335658,2012-10-21
317,35,Slow Motion,4,281,False,48623028,2012-10-21
318,35,Urban Paradise,5,199,False,87453041,2012-10-21
319,35,Noise,6,249,False,71954780,2012-10-21
320,35,Fresh Start,7,409,False,82125234,2012-10-21
321,35,Thunder,8,323,False,55462544,2012-10-21
322,35,Echo,9,405,False,23987338,2012-10-21
323,35,Stand Tall,10,406,False,34061458,2012-10-21
324,35,Tornado,11,415,False,94689883,2012-10-21
325,35,First Kiss,12,190,True,30839382,2012-10-21
326,35,Brave Soul,13,202,True,28784084,2012-10-21
327,35,Victory,14,325,False,73897088,2012-10-21
328,35,Fireflies,15,202,False,85345915,2012-10-21
329,36,Midnight Rain,1,166,False,63306295,2009-09-17
330,36,Wild Heart,2,165,True,35311610,2009-09-17
331,36,Moment in Time,3,309,True,81742470,2009-09-17
332,36,Starlight,4,316,False,82405066,2009-09-17
333,36,Defeat,5,266,True,23524492,2009-09-17
334,36,Pieces,6,344,True,27072687,2009-09-17
335,36,Defeat,7,266,False,4510970,2009-09-17
336,36,Victory,8,384,False,82569402,2009-09-17
337,36,Winter Morning,9,138,False,32112480,2009-09-17
338,36,Midnight Rain,10,200,True,37035619,2009-09-17
339,36,Last Dance,11,300,False,54418707,2009-09-17
340,36,Fast Lane,12,385,True,98908471,2009-09-17
341,36,Mountain High,13,166,False,97460687,2009-09-17
342,36,Whisper,14,418,False,46637316,2009-09-17
343,36,Thunder,15,235,False,61036720,2009-09-17
344,36,Last Dance,16,414,True,35045256,2009-09-17
345,37,Autumn Wind,1,328,True,74978145,1981-04-01
346,37,River Deep,2,377,False,45629449,1981-04-01
347,37,Street Corner,3,382,False,72196170,1981-04-01
348,37,Silence,4,248,False,50610858,1981-04-01
349,37,Scream,5,367,False,45588495,1981-04-01
350,37,Kind Mind,6,355,True,64688940,1981-04-01
351,37,Street Corner,7,252,True,51361533,1981-04-01
352,37,Moment in Time,8,237,False,55354876,1981-04-01
353,37,Rise Up,9,384,True,94062273,1981-04-01
354,37,Golden Hour,10,247,False,12483514,1981-04-01
355,37,Last Dance,11,295,True,74430642,1981-04-01
356,37,Autumn Wind,12,363,False,47451057,1981-04-01
357,37,Time Flies,13,413,False,24532913,1981-04-01
358,37,Seasonal Change,14,375,False,31522559,1981-04-01
359,37,Red Sky,15,255,False,30763714,1981-04-01
360,38,Fast Lane,1,247,False,20937370,1990-09-13
361,38,Urban Paradise,2,181,True,90705967,1990-09-13
362,38,Pieces,3,123,True,64732147,1990-09-13
363,38,Stand Tall,4,281,False,77110685,1990-09-13
364,38,Thunder,5,371,False,68603195,1990-09-13
365,38,Thunder,6,323,False,77398691,1990-09-13
366,38,Heartbeat,7,147,False,64199033,1990-09-13
367,38,Peace,8,136,False,52843790,1990-09-13
368,38,Autumn Wind,9,354,True,93716799,1990-09-13
369,38,Defeat,10,355,False,92504274,1990-09-13
370,38,Electric Love,11,126,False,50925964,1990-09-13
371,39,Noise,1,171,False,48533442,1992-06-10
372,39,Golden Hour,2,215,False,31828278,1992-06-10
373,39,Silver Lining,3,361,False,49113508,1992-06-10
374,39,Spring Rain,4,375,False,28257191,1992-06-10
375,39,New Beginning,5,310,False,53766628,1992-06-10
376,39,Thunder,6,350,False,76693314,1992-06-10
377,39,Heartbeat,7,414,False,13404289,1992-06-10
378,40,Silver Lining,1,240,False,51121302,1974-12-07
379,40,Fast Lane,2,194,False,63483243,1974-12-07
380,40,Electric Love,3,210,False,67054885,1974-12-07
381,40,Forever Young,4,384,False,65313057,1974-12-07
382,40,Hurricane,5,248,True,53472598,1974-12-07
383,40,Concrete Jungle,6,203,True,28919534,1974-12-07
384,40,Green Fields,7,363,True,60378491,1974-12-07
385,40,Heaven,8,253,False,48359530,1974-12-07
386,40,Whisper,9,405,False,46189726,1974-12-07
387,40,Sunset Boulevard,10,330,True,47122567,1974-12-07
388,40,Fast Lane,11,415,False,38199537,1974-12-07
389,40,Rise Up,12,286,False,98854868,1974-12-07
390,41,Brave Soul,1,160,False,82364557,2025-05-03
391,41,Lightning,2,357,False,22491607,2025-05-03
392,41,Hell,3,335,False,9575640,2025-05-03
393,41,City Lights,4,202,False,30630893,2025-05-03
394,41,Angel,5,282,False,95352768,2025-05-03
395,41,Silver Lining,6,322,False,59713250,2025-05-03
396,41,Fall Down,7,420,False,55564671,2025-05-03
397,41,Winter Morning,8,214,True,16782572,2025-05-03
398,41,Red Sky,9,248,True,28262427,2025-05-03
399,41,Winter Morning,10,323,True,12825003,2025-05-03
400,41,Mountain High,11,362,True,3538638,2025-05-03
401,41,First Kiss,12,388,True,13949034,2025-05-03
402,41,Golden Hour,13,199,True,87890153,2025-05-03
403,42,Move On,1,278,False,33204998,2014-06-14
404,42,Lightning,2,346,False,17619715,2014-06-14
405,42,Battle,3,207,True,4718421,2014-06-14
406,42,Rise Up,4,286,False,62705646,2014-06-14
407,42,Peace,5,259,False,18134815,2014-06-14
408,42,Peace,6,210,False,84697764,2014-06-14
409,42,Scream,7,342,False,46596140,2014-06-14
410,42,Shattered Glass,8,396,False,12019737,2014-06-14
411,43,Free Spirit,1,277,False,55325058,2022-09-17
412,43,Golden Hour,2,199,False,1416778,2022-09-17
413,43,Midnight Rain,3,387,False,46155452,2022-09-17
414,43,Lightning,4,360,True,92310921,2022-09-17
415,43,Torn Apart,5,364,False,1225756,2022-09-17
416,43,Wild Heart,6,269,False,968781,2022-09-17
417,43,Echo,7,311,False,55262252,2022-09-17
418,43,Whisper,8,343,False,33540489,2022-09-17
419,43,Summer Night,9,319,False,29607414,2022-09-17
420,43,Golden Hour,10,160,False,83929434,2022-09-17
421,43,Red Sky,11,384,False,38208680,2022-09-17
422,43,War,12,257,False,25233016,2022-09-17
423,43,Mountain High,13,213,False,38868823,2022-09-17
424,43,Street Corner,14,353,False,36525224,2022-09-17
425,43,Torn Apart,15,216,False,2603206,2022-09-17
426,44,Always There,1,145,True,24956121,2012-07-13
427,44,Urban Paradise,2,264,False,16782477,2012-07-13
428,44,Free Spirit,3,124,False,12106034,2012-07-13
429,44,Always There,4,127,False,29150491,2012-07-13
430,44,Hell,5,335,False,66893545,2012-07-13
431,44,Stand Tall,6,357,True,44325223,2012-07-13
432,44,City Lights,7,194,True,35769504,2012-07-13
433,44,First Kiss,8,156,False,24374441,2012-07-13
434,44,Seasonal Change,9,248,False,1693222,2012-07-13
435,44,Love Song,10,247,False,59453211,2012-07-13
436,44,Blue Moon,11,137,False,61852177,2012-07-13
437,45,Concrete Jungle,1,386,False,63461570,2023-08-13
438,45,Move On,2,279,False,21288466,2023-08-13
439,45,Moonshine,3,401,True,33999060,2023-08-13
440,45,Shattered Glass,4,272,False,48375646,2023-08-13
441,45,Fireflies,5,231,True,31670798,2023-08-13
442,45,Wild Heart,6,286,True,22462726,2023-08-13
443,45,Thunder,7,419,True,53124490,2023-08-13
444,45,Blue Moon,8,124,True,77990837,2023-08-13
445,45,Broken Dreams,9,199,False,12009789,2023-08-13
446,45,Blue Moon,10,200,False,12267708,2023-08-13
447,45,Hell,11,150,True,47716774,2023-08-13
448,45,Always There,12,394,True,16888275,2023-08-13
449,45,Torn Apart,13,239,False,74940527,2023-08-13
450,45,Purgatory,14,344,False,2865928,2023-08-13
451,45,Lay Low,15,303,False,33647879,2023-08-13
452,45,Moonshine,16,368,False,75031037,2023-08-13
453,46,Storm,1,397,False,25471281,2013-06-09
454,46,Scream,2,215,False,43443711,2013-06-09
455,47,Pure Love,1,260,False,9244458,1989-12-28
456,47,Battle,2,199,False,39684512,1989-12-28
457,47,Golden Hour,3,397,False,60945449,1989-12-28
458,47,Midnight Rain,4,379,False,98469875,1989-12-28
459,48,Spring Rain,1,129,False,83241474,1993-05-02
460,48,Red Sky,2,284,True,88354109,1993-05-02
461,48,War,3,318,False,70339453,1993-05-02
462,48,Pieces,4,402,False,82280734,1993-05-02
463,48,Lightning,5,285,False,86020669,1993-05-02
464,48,Demon,6,176,True,70222787,1993-05-02
465,48,Mountain High,7,142,False,23976493,1993-05-02
466,48,Starlight,8,223,True,65145297,1993-05-02
467,48,Seasonal Change,9,170,True,76639957,1993-05-02
468,49,Move On,1,370,False,6588161,2023-09-05
469,49,Fall Down,2,233,True,1756387,2023-09-05
470,49,Slow Motion,3,371,True,62821834,2023-09-05
471,49,Ocean Waves,4,304,False,49535555,2023-09-05
472,49,Ocean Waves,5,256,True,98556123,2023-09-05
473,49,River Deep,6,275,True,28977615,2023-09-05
474,49,Defeat,7,169,True,97330929,2023-09-05
475,50,Timeless,1,392,False,25428946,2009-10-25
476,50,Seasonal Change,2,389,False,76507818,2009-10-25
477,50,Autumn Wind,3,405,False,14161873,2009-10-25
478,50,Silence,4,303,False,94294720,2009-10-25
479,50,Fresh Start,5,173,False,24212413,2009-10-25
480,50,Echo,6,325,False,88252435,2009-10-25
481,51,Summer Night,1,393,False,47288136,2001-11-01
482,52,Angel,1,401,False,49891348,2018-06-29
483,52,Final Chapter,2,340,False,81659860,2018-06-29
484,53,Red Sky,1,408,False,50340113,2010-03-07
485,53,Echo,2,250,False,60720566,2010-03-07
486,53,Brave Soul,3,323,True,97484118,2010-03-07
487,53,Starlight,4,265,True,69472352,2010-03-07
488,53,Forever Young,5,274,True,40310141,2010-03-07
489,53,Moment in Time,6,229,False,2912708,2010-03-07
490,53,Thunder,7,403,False,12655004,2010-03-07
491,53,Starlight,8,355,False,20952341,2010-03-07
492,53,Forever Young,9,255,False,78135616,2010-03-07
493,53,Blue Moon,10,239,False,40305910,2010-03-07
494,53,Neon Dreams,11,412,False,76378602,2010-03-07
495,53,Time Flies,12,159,False,64764506,2010-03-07
496,53,Autumn Wind,13,369,True,79890579,2010-03-07
497,53,Hurricane,14,139,False,10533057,2010-03-07
498,53,Ocean Waves,15,291,False,58291349,2010-03-07
499,54,New Beginning,1,181,False,87614538,2006-03-17
500,54,Electric Love,2,315,True,40907334,2006-03-17
501,54,Battle,3,141,False,72468141,2006-03-17
502,54,Scream,4,196,False,67431202,2006-03-17
503,54,Moment in Time,5,198,True,90413791,2006-03-17
504,54,First Kiss,6,348,True,29807828,2006-03-17
505,54,Wild Heart,7,268,False,19865888,2006-03-17
506,54,Heartbeat,8,292,True,63868130,2006-03-17
507,55,Silence,1,145,False,35239935,2012-05-20
508,55,City Lights,2,324,False,93666595,2012-05-20
509,55,Heartbeat,3,189,False,75067462,2012-05-20
510,56,Fast Lane,1,369,False,87543303,2018-08-14
511,56,Silence,2,220,False,32522981,2018-08-14
512,56,River Deep,3,256,False,43407575,2018-08-14
513,56,Silence,4,165,True,90160430,2018-08-14
514,56,Final Chapter,5,336,False,46749089,2018-08-14
515,56,Seasonal Change,6,284,False,79708841,2018-08-14
