song_id,genre_id
318,16
319,13
319,2
320,9
320,13
320,11
321,17
321,14
322,11
322,5
323,9
323,18
324,16
325,9
325,3
326,3
326,11
327,4
327,1
327,5
328,8
329,6
330,3
330,5
331,8
331,3
331,19
332,1
333,11
333,3
333,5
334,15
334,11
334,4
335,4
335,2
335,5
336,3
337,3
338,3
338,1
338,14
339,8
339,7
339,2
340,3
340,13
340,11
341,17
341,7
341,16
342,16
343,6
343,16
343,10
344,19
344,2
344,15
345,17
346,3
347,7
348,5
348,18
349,7
349,4
349,3
350,6
351,8
351,6
352,19
352,10
353,14
353,17
353,10
354,14
355,12
355,8
356,1
356,9
356,10
357,3
358,3
359,12
359,2
360,14
360,3
360,15
361,3
362,19
362,12
363,20
363,3
363,9
364,11
364,15
364,12
365,16
365,12
365,20
366,16
366,11
367,7
367,8
367,6
368,12
369,15
369,20
370,13
370,15
371,15
371,5
372,13
373,1
373,5
374,13
374,5
375,12
375,1
376,6
376,5
377,6
377,7
377,4
378,13
379,5
379,9
380,7
380,1
381,13
381,6
382,18
382,9
383,7
384,20
384,16
385,14
385,6
386,2
386,12
387,3
388,16
388,10
389,8
390,16
390,7
390,14
391,1
391,10
392,6
392,11
392,10
393,20
393,14
393,4
394,5
394,17
394,10
395,12
395,5
396,19
396,16
397,1
398,12
398,14
399,7
400,8
400,11
401,16
401,9
401,18
402,19
402,11
403,7
403,5
403,11
404,19
404,8
404,20
405,16
406,16
406,1
406,11
407,4
407,13
407,5
408,11
408,3
408,17
409,15
409,9
410,15
411,7
411,9
412,5
412,12
412,2
413,8
413,20
414,1
414,11
414,12
415,16
415,18
415,5
416,11
416,16
417,20
417,18
418,7
419,20
419,4
419,10
420,2
420,7
420,17
421,10
421,8
421,13
422,1
422,10
423,7
423,5
424,1
424,20
425,14
425,3
425,12
426,5
426,15
427,13
427,18
427,6
428,15
428,11
428,4
429,15
429,9
430,20
431,10
431,6
432,5
432,11
432,1
433,2
434,18
434,16
435,5
435,11
436,13
436,18
436,1
437,14
437,11
437,13
438,11
439,2
439,10
439,11
440,19
440,2
440,17
441,5
442,3
442,20
443,5
444,17
445,8
446,12
447,11
447,3
448,11
448,3
449,13
449,18
450,17
451,13
451,5
452,3
452,7
452,15
453,4
454,8
454,20
455,18
456,2
457,8
457,16
457,2
458,8
459,5
460,17
461,11
461,13
462,13
462,1
462,17
463,16
463,1
464,14
464,18
464,3
465,7
466,2
466,7
466,8
467,16
467,1
467,12
468,3
468,19
468,12
469,6
469,13
469,7
470,18
471,20
472,9
472,18
473,17
473,13
474,7
475,9
475,11
475,7
476,9
476,13
477,10
478,1
478,15
479,17
479,13
479,7
480,4
481,13
482,7
483,19
484,10
484,7
484,20
485,15
485,2
486,8
486,19
486,9
487,17
488,10
489,7
490,11
491,16
492,13
492,11
492,15
493,20
493,6
494,16
494,18
495,10
495,8
495,3
496,4
496,1
496,19
497,2
497,1
497,9
498,10
499,13
499,19
500,4
501,12
502,7
503,12
503,3
504,14
504,1
505,2
505,4
506,5
506,9
507,7
507,4
508,1
508,16
508,6
509,4
510,8
511,19
511,18
512,9
512,1
513,19
513,16
513,3
514,5
514,7
514,3
515,13
515,1
516,16
517,15
517,14
518,1
519,2
519,3
519,9
520,10
520,16
520,7
521,1
521,9
522,8
523,15
523,1
523,2
524,14
524,18
524,16
525,2
526,12
526,3
527,12
527,15
527,16
528,6
528,12
528,19
529,18
529,20
529,5
530,12
530,14
531,19
532,12
532,15
533,10
533,5
534,16
534,18
534,14
535,14
535,3
536,9
536,5
536,11
537,15
537,20
538,6
538,2
538,11
539,5
539,11
539,18
540,6
540,19
540,5
541,13
542,14
543,17
544,2
544,17
544,4
545,1
545,9
545,18
546,6
546,8
546,11
547,4
547,11
548,12
548,18
548,13
549,13
549,8
549,12
550,14
550,4
550,8
551,15
551,5
551,7
552,1
552,17
552,4
553,5
553,3
554,10
554,8
554,13
555,7
555,18
556,4
556,7
556,1
557,1
558,4
558,7
559,3
560,9
561,4
561,14
562,13
562,1
563,20
563,10
563,11
564,12
564,7
565,14
565,19
566,20
566,19
567,16
568,16
569,12
569,1
570,16
570,13
571,4
571,14
571,12
572,16
572,1
572,13
573,16
574,16
575,18
575,3
576,8
577,4
577,15
577,13
578,11
578,8
578,16
579,11
580,18
580,15
581,20
582,4
582,1
583,5
583,19
583,1
584,15
584,3
584,17
585,15
586,19
586,13
587,2
587,9
587,4
588,17
588,16
588,6
589,10
589,6
590,10
591,11
591,14
591,4
592,5
592,3
592,7
593,16
593,8
594,13
595,6
595,13
595,2
596,6
596,8
597,19
597,16
598,15
599,4
599,20
599,6
600,5
601,20
601,19
601,1
602,16
602,12
603,14
603,1
603,17
604,12
604,18
604,4
605,16
605,2
606,14
606,18
607,14
607,3
607,19
608,9
609,12
609,16
609,13
610,8
610,5
610,4
611,6
612,19
613,7
614,18
614,12
615,9
615,16
615,3
616,6
616,19
616,14
617,18
618,8
619,5
620,5
620,13
621,12
622,17
623,4
624,9
624,19
624,17
625,10
626,11
627,16
628,7
629,16
629,20
629,19
630,4
631,13
632,18
632,3
632,5
633,5
633,17
633,20
634,16
635,3
635,19
635,6
636,14
637,12
637,8
637,9
638,2
638,14
639,11
640,1
640,7
641,12
641,13
641,15
642,8
642,5
642,16
643,17
643,14
643,6
644,20
645,10
645,16
645,3
646,20
646,1
647,3
647,18
648,5
649,2
649,12
649,9
650,9
650,15
651,11
651,10
651,18
652,11
652,10
652,16
653,16
653,13
653,18
654,20
654,19
654,5
655,11
655,3
656,16
656,11
656,18
657,20
657,3
657,9
658,9
658,20
658,10
659,17
659,8
659,11
660,8
660,19
661,12
662,7
662,11
663,14
663,9
663,19
664,14
664,7
664,5
665,10
665,7
665,12
666,18
666,20
666,11
667,15
668,17
668,6
668,4
669,10
669,8
669,7
670,11
670,6
670,16
671,8
671,13
672,9
672,19
673,18
673,11
674,9
675,3
675,9
675,4
676,18
676,13
677,3
678,9
679,15
679,18
680,9
680,17
680,14
681,9
682,14
683,16
683,4
683,20
684,13
684,11
685,5
686,4
687,2
687,20
688,9
689,18
690,9
690,5
690,4
691,14
691,7
691,2
692,19
692,2
692,1
693,11
694,9
694,10
694,14
695,8
696,20
697,19
697,9
697,18
698,8
698,5
699,18
700,11
700,8
700,6
701,7
701,18
702,1
702,6
702,3
703,20
703,9
703,16
704,4
705,14
706,8
707,20
707,6
708,8
709,4
709,1
710,10
711,19
711,13
712,7
712,8
713,3
714,15
714,20
715,13
716,13
716,1
716,18
717,7
717,16
718,17
718,11
719,1
719,16
720,20
720,13
720,15
721,7
721,12
721,5
722,3
722,13
722,6
723,7
723,20
724,12
724,13
725,8
725,10
726,13
727,16
727,1
727,8
728,3
728,15
728,1
729,19
729,12
730,13
730,1
731,14
731,15
732,3
732,14
733,12
733,8
734,12
734,9
735,6
735,20
736,19
737,17
737,20
737,7
738,13
739,2
739,8
740,6
741,20
742,18
742,2
742,9
743,17
744,15
744,5
745,5
745,14
746,6
746,8
747,10
747,6
748,3
748,8
748,20
749,2
749,19
749,6
750,18
750,16
751,6
751,8
752,7
753,3
753,20
753,4
754,6
754,18
755,15
756,12
756,6
756,5
757,6
757,8
757,1
758,6
758,9
759,1
759,17
759,19
760,13
761,6
762,16
763,5
764,20
765,19
765,9
766,8
766,15
767,4
768,8
768,6
768,2
769,13
770,1
771,15
771,17
772,13
772,18
773,13
773,17
773,15
774,17
774,12
774,13
775,17
775,14
776,17
777,5
777,2
778,3
779,12
779,10
779,4
780,14
780,13
780,19
781,12
781,1
782,16
782,7
783,7
784,5
784,15
785,5
785,10
785,13
786,5
787,8
788,9
788,16
789,15
789,20
790,7
790,15
791,14
792,8
793,4
794,12
794,2
795,15
795,13
796,14
796,3
796,10
797,17
797,18
798,2
798,16
799,12
800,7
800,10
801,6
801,1
801,4
802,18
803,2
803,1
804,7
804,17
804,12
805,15
806,11
806,15
807,20
807,11
808,12
808,2
809,19
809,4
809,15
810,14
810,17
811,18
812,19
812,17
812,3
813,13
814,15
814,9
815,5
816,3
817,13
817,9
817,20
818,2
819,10
820,5
821,14
822,7
822,14
822,5
823,18
823,19
824,7
824,1
825,6
826,9
827,16
827,3
827,8
828,6
828,16
829,3
830,15
830,11
830,12
831,9
831,19
832,18
832,11
832,19
833,5
833,19
833,17
834,9
834,8
834,19
835,14
836,9
836,11
837,10
837,16
837,13
838,19
839,9
839,4
840,18
841,8
842,15
843,4
844,18
844,17
844,12
845,13
845,14
846,11
846,10
846,3
847,6
848,16
848,3
848,11
849,14
850,14
850,5
851,16
851,1
852,12
852,4
853,8
853,16
854,13
854,19
855,13
856,8
856,10
857,20
858,11
859,20
860,19
860,13
861,4
862,3
863,1
863,5
863,18
864,16
864,3
865,5
865,2
865,1
866,6
866,2
867,10
868,12
868,19
869,2
870,10
871,4
871,2
872,3
872,2
872,1
873,6
874,16
874,4
875,19
875,10
876,17
876,3
876,10
877,3
878,20
878,9
879,17
880,16
881,8
881,10
881,2
882,11
882,6
883,16
883,15
883,12
884,10
884,20
884,13
885,8
885,10
886,11
886,7
886,8
887,5
887,20
888,3
889,19
890,5
891,15
892,5
893,3
893,10
893,11
894,11
894,19
894,8
895,16
895,14
895,19
896,18
897,19
897,10
897,7
898,2
898,12
899,13
900,12
901,2
902,9
903,6
903,16
904,13
904,11
905,5
905,11
906,14
906,11
906,6
907,6
908,14
908,3
909,11
909,5
910,5
911,17
912,16
912,9
912,7
913,6
913,14
913,2
914,12
915,11
915,12
915,20
916,4
917,17
917,7
918,5
919,17
919,9
920,13
920,17
920,7
921,2
921,15
922,19
922,18
922,10
923,15
923,2
923,10
924,1
924,14
925,3
925,16
925,14
926,20
926,19
927,11
928,8
928,15
928,9
929,2
929,8
930,19
930,9
930,13
931,1
931,17
932,2
933,15
934,13
935,14
936,3
937,18
937,20
938,1
938,17
939,10
939,2
939,16
940,7
940,18
940,19
941,4
941,8
942,18
942,11
943,18
944,7
944,1
944,14
945,11
946,8
946,16
946,1
947,5
948,9
948,6
948,10
949,9
949,14
949,6
950,7
950,6
951,4
951,10
952,18
952,20
953,3
953,20
953,5
954,1
955,3
956,6
956,4
957,11
957,4
958,18
958,15
958,17
959,16
960,20
960,9
960,3
961,3
961,12
962,13
963,18
964,1
964,3
965,6
966,11
967,17
968,18
968,7
968,16
969,12
969,1
969,11
970,14
970,4
971,13
971,7
971,6
972,20
973,16
973,19
973,3
974,8
974,16
974,18
975,13
975,11
976,12
976,7
976,2
977,15
978,1
979,12
979,1
979,20
980,11
980,14
980,1
981,15
981,3
982,4
983,17
983,18
983,4
984,5
984,16
984,19
985,18
985,11
985,4
986,2
986,11
986,8
987,18
987,14
988,2
988,4
989,10
990,5
990,9
990,13
991,9
992,14
992,3
993,12
993,3
993,16
994,10
994,14
995,1
996,11
996,6
997,3
997,5
997,17
998,20
998,4
998,12
999,4
1000,11
1000,20
1001,6
1002,7
1002,19
1002,3
1003,2
1004,10
1004,18
1005,3
1005,18
1005,19
1006,18
1006,10
1007,13
1008,10
1009,3
1009,11
1010,2
1010,5
1011,4
1012,1
1012,4
1012,16
1013,16
1014,13
1014,18
1015,9
1016,19
1017,8
1017,3
1017,11
1018,6
1019,19
1019,4
1019,1
1020,7
1020,5
1021,17
1022,14
1023,17
1024,19
1024,7
1025,18
1025,8
1026,14
1027,20
1028,13
1028,7
1028,17
1029,12
1029,5
1030,19
1030,14
1031,10
1031,9
1031,8
1032,4
1032,14
1032,9
1033,20
1033,16
1033,1
1034,13
1035,7
1035,9
1035,5
1036,6
1036,19
1036,4
1037,8
1037,5
1037,2
1038,8
1039,2
1039,3
1039,13
1040,7
1041,4
1041,19
1042,7
1043,4
1043,1
1043,14
1044,11
1045,15
1046,5
1047,4
1047,12
1047,11
1048,13
1048,17
1049,9
1049,15
1049,7
1050,5
1050,7
1050,13
1051,7
1051,8
1052,16
1052,9
1053,2
1053,9
1054,14
1055,6
1055,2
1056,15
1057,10
1057,7
1057,14
1058,10
1059,10
1060,6
1060,14
1061,16
1062,3
1062,19
1062,15
1063,10
1063,8
1064,7
1064,9
1065,13
1065,9
1066,16
1067,15
1068,1
1069,16
1070,8
1070,18
1071,5
1071,4
1071,9
1072,12
1072,17
1072,9
1073,4
1073,9
1073,17
1074,13
1074,1
1075,19
1076,8
1077,9
1077,8
1078,18
1078,19
1078,17
1079,16
1080,1
1080,5
1080,20
1081,18
1081,14
1082,11
1082,1
1082,16
1083,6
1084,10
1085,14
1085,9
1085,19
1086,7
1086,13
1086,12
1087,13
1088,20
1088,7
1089,11
1090,11
1091,16
1091,8
1092,11
1092,16
1092,8
1093,18
1093,1
1094,3
1094,4
1094,5
1095,14
1096,7
1097,14
1097,18
1098,3
1098,4
1098,18
1099,5
1099,8
1100,7
1100,20
1100,12
1101,2
1102,1
1102,19
1103,4
1103,9
1104,19
1104,15
1104,7
1105,11
1106,20
1107,3
1108,20
1108,18
1109,8
1109,2
1109,16
1110,9
1110,18
1110,6
1111,1
1111,16
1111,7
1112,11
1112,4
1113,17
1114,8
1114,19
1114,9
1115,14
1116,12
1116,20
1116,15
1117,6
1117,1
1117,4
1118,19
1118,1
1118,9
1119,6
1120,8
1121,2
1121,6
1121,7
1122,7
1123,10
1124,2
1124,15
1125,20
1126,2
1127,7
1128,10
1128,14
1129,3
1130,16
1131,1
1131,6
1132,2
1132,18
1133,14
1134,3
1135,7
1136,5
1137,4
1137,14
1138,6
1139,17
1139,18
1140,17
1140,19
1140,11
1141,6
1141,18
1142,19
1142,7
1142,15
1143,6
1143,15
1144,11
1144,9
1145,7
1145,1
1145,20
1146,10
1146,13
1147,15
1147,3
1147,4
1148,5
1148,2
1148,8
1149,18
1149,4
1149,20
1150,13
1150,19
1151,5
1151,2
1151,17
1152,18
1153,5
1154,2
1155,20
1155,18
1155,3
1156,18
1157,3
1157,11
1157,17
1158,3
1158,9
1158,19
1159,18
1159,5
1160,2
1161,16
1161,7
1162,8
1163,3
1163,17
1163,5
1164,15
1164,3
1164,14
1165,18
1165,3
1165,11
1166,6
1166,9
1167,1
1167,2
1168,1
1169,1
1169,20
1169,3
1170,6
1170,19
1171,3
1172,7
1172,16
1172,4
1173,18
1173,12
1174,20
1175,5
1176,11
1176,13
1177,4
1177,17
1177,10
1178,9
1178,6
1179,18
1180,20
1181,19
1181,18
1181,16
1182,16
1182,17
1183,5
1184,10
1185,20
1185,2
1185,11
1186,16
1186,2
1187,14
1187,15
1187,1
1188,20
1189,1
1190,9
1190,8
1190,13
1191,11
1191,3
1192,17
1192,9
1193,5
1193,13
1193,19
1194,4
1194,8
1194,14
1195,9
1196,8
1196,11
1196,12
1197,2
1197,12
1197,10
1198,19
1199,2
1199,18
1200,2
1200,16
1200,20
1201,7
1201,8
1202,20
1202,18
1203,20
1203,12
1204,20
1205,17
1205,6
1205,5
1206,2
1207,2
1207,4
1208,9
1208,17
1209,18
1210,1
1210,9
1210,19
1211,6
1211,18
1211,16
1212,8
1212,17
1213,13
1214,7
1214,17
1214,3
1215,9
1215,8
1216,3
1217,13
1218,10
1218,6
1218,17
1219,10
1219,14
1219,20
1220,1
1221,14
1222,5
1222,12
1222,17
1223,7
1223,4
1224,9
1224,3
1225,2
1225,13
1226,13
1226,6
1227,12
1227,10
1228,6
1229,8
1229,12
1230,18
1230,6
1231,7
1231,1
1232,3
1232,16
1232,13
1233,14
1233,9
1234,17
1234,19
1235,17
1235,1
1235,8
1236,4
1236,12
1236,8
1237,17
1237,20
1237,6
1238,11
1238,5
1239,20
1239,2
1240,11
1240,2
1240,10
1241,2
1241,10
1241,8
1242,7
1243,12
1244,17
1245,19
1245,11
1246,4
1246,13
1246,8
1247,4
1248,4
1249,20
1249,15
1249,17
1250,4
1250,18
1251,20
1252,8
1253,3
1253,7
1253,16
1254,5
1255,11
1255,8
1256,14
1257,3
1258,20
1259,16
1259,11
1259,13
1260,15
1261,14
1261,18
1261,17
1262,1
1263,7
1264,1
1265,4
1265,11
1265,14
1266,18
1267,20
1268,1
1268,8
1268,13
1269,16
1269,20
1270,10
1270,4
1271,14
1271,1
1271,7
1272,12
1272,20
1273,2
1274,10
1275,3
1275,4
1275,17
1276,19
1276,10
1276,4
1277,10
1277,8
1277,19
1278,17
1278,16
1279,1
1279,19
1280,14
1281,6
1282,6
1282,7
1282,17
1283,3
1284,15
1285,11
1285,20
1286,3
1286,20
1287,2
1287,10
1288,17
1289,14
1289,2
1289,12
1290,1
1290,11
1290,8
1291,13
1291,14
1292,2
1292,17
1293,4
1293,20
1293,5
1294,1
1294,2
1295,2
1296,7
1296,12
1296,13
1297,20
1297,3
1298,13
1299,15
1300,11
1301,7
1301,4
1301,6
1302,9
1303,12
1303,2
1304,17
1304,18
1305,14
1306,4
1306,16
1306,19
1307,18
1307,5
1308,7
1308,17
1308,9
1309,2
1309,4
1310,10
1311,1
1311,17
1311,15
1312,11
1313,8
1313,16
1314,18
1314,17
1314,5
1315,2
1315,7
1316,12
1317,4
1317,2
1317,20
1318,12
1318,15
1318,1
1319,2
1319,17
1319,12
1320,19
1320,3
1320,10
1321,19
1321,6
1322,15
1323,19
1323,6
1324,20
1324,19
1325,14
1325,19
1325,13
1326,10
1326,18
1326,15
1327,17
1328,5
1328,18
1329,19
1329,13
1330,19
1330,8
1330,5
1331,19
1331,4
1332,1
1332,17
1333,19
1333,7
1334,7
1335,6
1336,10
1337,14
1338,19
1338,18
1339,14
1340,1
1340,18
1340,16
1341,13
1342,4
1342,15
1342,14
1343,15
1344,7
1345,18
1345,8
1346,20
1346,8
1346,11
1347,20
1347,12
1347,8
1348,5
1348,18
1348,1
1349,1
1349,12
1350,4
1350,5
1351,19
1351,14
1351,11
1352,18
1353,13
1354,12
1354,18
1354,5
1355,9
1355,3
1356,13
1356,19
1356,20
1357,14
1357,3
1358,1
1359,16
1359,14
1359,4
1360,5
1360,7
1360,17
1361,19
1361,11
1362,9
1363,9
1364,18
1364,5
1365,19
1366,17
1366,9
1367,2
1367,1
1367,6
1368,8
1368,1
1369,17
1370,20
1370,13
1371,3
1371,2
1372,13
1373,7
1373,3
1373,19
1374,7
1374,11
1374,1
1375,3
1376,17
1376,2
1377,9
1377,3
1377,10
1378,20
1378,3
1378,11
1379,15
1380,6
1380,17
1381,19
1382,14
1382,5
1383,12
1384,9
1385,1
1385,16
1386,15
1386,10
1387,6
1387,2
1388,15
1388,5
1388,13
1389,5
1389,20
1390,1
1390,18
1391,16
1392,16
1392,13
1392,2
1393,19
1394,20
1394,3
1394,9
1395,13
1396,18
1396,9
1396,3
1397,7
1398,15
1399,3
1400,11
1401,6
1401,7
1402,13
1402,4
1403,18
1403,3
1404,1
1404,7
1405,4
1406,20
1407,1
1408,4
1408,8
1409,8
1409,17
1410,11
1410,5
1410,15
1411,18
1411,19
1412,13
1412,4
1413,7
1414,3
1414,18
1415,10
1415,9
1416,2
1416,6
1416,11
1417,5
1418,10
1418,17
1419,4
1420,9
1420,10
1421,8
1422,7
1422,9
1423,13
1424,18
1424,4
1425,15
1426,16
1426,17
1426,6
1427,3
1428,6
1429,3
1429,16
1429,18
1430,4
1431,7
1431,9
1431,17
1432,6
1432,19
1433,11
1433,16
1433,15
1434,14
1435,18
1436,4
1437,6
1437,18
1437,11
1438,1
1438,11
1439,19
1440,1
1440,16
1441,19
1441,18
1441,14
1442,4
1442,15
1443,2
1443,13
1444,8
1444,13
1445,5
1445,1
1445,12
1446,13
1447,5
1447,3
1447,6
1448,8
1449,12
1449,11
1449,6
1450,13
1451,12
1451,1
1451,11
1452,15
1452,4
1452,9
1453,19
1453,5
1454,3
1454,17
1454,6
1455,19
1456,11
1457,13
1457,15
1457,2
1458,19
1458,18
1458,9
1459,14
1460,20
1460,18
1460,10
1461,1
1461,6
1461,5
1462,11
1463,20
1464,8
1464,18
1464,14
1465,20
1465,9
1465,17
1466,5
1466,10
1467,11
1467,17
1467,18
1468,3
1468,20
1468,10
1469,15
1469,18
1470,15
1470,2
1470,20
1471,12
1472,8
1473,13
1473,15
1473,20
1474,7
1474,18
1475,6
1475,1
1475,15
1476,13
1476,3
1477,3
1477,15
1477,16
1478,18
1478,16
1478,13
1479,5
1479,19
1479,14
1480,16
1480,5
1480,19
1481,17
1481,19
1482,16
1483,2
1483,18
1483,11
1484,17
1484,1
1484,13
1485,6
1485,8
1485,12
1486,9
1487,12
1488,13
1488,11
1489,15
1489,19
1489,2
1490,4
1491,9
1492,6
1492,11
1492,12
1493,9
1493,6
1494,13
1494,15
1494,20
1495,5
1496,20
1496,10
1497,8
1498,5
1498,18
1498,9
1499,8
1499,7
1500,19
1500,4
1500,11
1501,6
1501,9
1502,11
1503,18
1504,16
1504,6
1505,13
1505,6
1506,6
1506,13
1506,8
1507,8
1507,11
1507,17
1508,12
1508,4
1508,8
1509,4
1509,18
1509,13
1510,12
1510,1
1511,16
1511,17
1511,9
1512,18
1512,11
1513,20
1514,16
1514,10
1515,8
1515,1
1516,10
1517,20
1517,4
1517,17
1518,3
1518,4
1518,16
1519,16
1519,6
1519,2
1520,17
1521,11
1521,19
1521,8
1522,2
1522,3
1523,7
1523,13
1524,3
1524,11
1525,15
1525,4
1526,11
1526,7
1527,7
1528,6
1528,12
1528,7
1529,16
1529,17
1530,8
1531,15
1531,11
1532,1
1533,9
1533,5
1533,4
1534,3
1534,2
1535,6
1535,15
1536,20
1536,17
1537,19
1538,16
1538,18
1538,2
1539,5
1539,16
1539,1
1540,12
1540,5
1541,17
1542,18
1542,12
1542,13
1543,5
1544,18
1544,14
1545,2
1545,11
1546,17
1546,14
1546,15
1547,15
1547,9
1547,10
1548,5
1549,11
1549,17
1550,9
1550,18
1551,11
1551,19
1551,14
1552,11
1552,10
1553,17
1554,10
1555,4
1555,3
1555,14
1556,1
1556,5
1557,2
1558,5
1559,12
1559,8
1560,8
1560,3
1560,20
1561,4
1562,11
1562,3
1563,1
1564,11
1564,16
1565,17
1566,14
1567,6
1567,4
1567,10
1568,10
1568,17
1569,20
1569,13
1569,19
1570,20
1570,16
1570,5
1571,8
1571,14
1572,15
1572,10
1573,14
1573,5
1573,1
1574,12
1575,6
1575,12
1575,10
1576,3
1577,7
1577,6
1577,18
1578,5
1579,3
1580,7
1581,5
1581,1
1581,10
1582,3
1582,2
1582,13
1583,1
1583,3
1583,17
1584,14
1585,16
1585,6
1586,18
1587,12
1587,1
1588,6
1588,16
1588,13
1589,3
1589,15
1589,6
1590,12
1591,15
1591,11
1592,12
1592,18
1593,9
1593,16
1593,5
1594,5
1594,19
1595,11
1596,20
1597,17
1598,15
1598,13
1598,18
1599,4
1600,2
1600,18
1601,15
1602,16
1603,3
1604,7
1604,20
1605,7
1605,19
1606,19
1606,6
1606,1
1607,6
1607,20
1608,19
1609,20
1609,7
1609,14
1610,4
